,标题,建筑面积,建筑类型,建筑年份,挂牌,上次交易,地区,区域,小区,单价(元/平米),总价(万),户型,楼层,总楼层,关注人数,带看,朝向,装修
840,七里庄 望园西里  南北通透 两居室 诚心出售,59.81,板楼,1994年,2018-09-11,2009-04-21,丰台,七里庄,望园西里,64037,383,2室1厅1厨1卫,低楼层,6,75,11,南 北,简装
841,满五唯一，南北通透，户型方正，公摊小，诚心出售,91.88,板楼,2002年,2018-08-10,2005-09-08,丰台,卢沟桥,新月家园,40815,375,2室1厅1厨1卫,高楼层,6,87,10,南 北,简装
842,南湖中园二区，西南一居，中间楼层，看房方便,60.5,塔楼,2000年,2018-04-11,2012-05-22,朝阳,望京,南湖中园二区,68596,415,1室1厅1厨1卫,中楼层,20,100,2,西南,精装
843,宝盛北里餐客厅分离大两居室 户型好 急售,86.42,板楼,2004年,2018-07-08,2010-08-31,海淀,清河,宝盛北里,67115,580,2室2厅1厨1卫,中楼层,6,61,11,南 北,精装
844,北纬全南2居只交契税 客厅带阳台 诚意出售 期待有缘人,84.67,板塔结合,2008年,2018-04-14,2010-09-09,朝阳,望京,北纬40度一期,73226,620,2室1厅1厨2卫,低楼层,12,477,12,南,简装
845,花家地小区 满五年唯一 中间层 不临街无遮挡,55.51,板楼,1993年,2018-08-17,2005-06-01,朝阳,望京,花家地小区,74762,415,2室1厅1厨1卫,中楼层,6,187,13,南 北,简装
846,房子子是小区中间位置，不临街不把边，精装修。,89.69,板塔结合,2011年,2018-08-30,2013-09-03,昌平,回龙观,首开智慧社,52180,468,2室1厅1厨1卫,低楼层,21,51,13,西南,精装
847,华腾园二期+精装两居+树梢房看花园,99.61,塔楼,2003年,2018-10-05,2009-02-02,朝阳,劲松,华腾园,68267,680,2室1厅1厨1卫,低楼层,28,32,12,西南,精装
848,商品房，房本满五年业主无其他房产，一层送10平米花园,73.96,板楼,2004年,2018-07-21,2010-05-17,朝阳,常营,汇鸿家园,56788,420,2室1厅1厨1卫,底层,10,500,13,南 北,简装
849,翠成馨园 南北通透三居室 满五年唯一商品房,123.78,板楼,2004年,2017-08-23,2010-05-08,朝阳,垡头,翠成馨园,48474,600,3室1厅1厨2卫,高楼层,6,144,4,南 北,简装
850,融域嘉园 2室2厅 1080万,109.56,板楼,2006年,2018-08-16,2007-09-07,朝阳,奥林匹克公园,融域嘉园,98577,1080,2室2厅1厨2卫,低楼层,15,61,20,南 北,精装
851,中关村 科源 中间层 户型好 视野好,56.8,板楼,1986年,2018-05-09,2013-11-12,海淀,五道口,科源小区,111796,635,2室1厅1厨1卫,中楼层,6,32,12,南 北,其他
852,世纪东方城 3室2厅 810万,133.87,塔楼,2004年,2016-09-21,2006-04-06,朝阳,欢乐谷,世纪东方城,60507,810,3室2厅1厨2卫,高楼层,21,135,2,东南,精装
853,澐澐国际 2室1厅 800万,129.95,塔楼,2008年,2017-12-16,2012-12-26,海淀,六里桥,澐澐国际,61563,800,2室1厅1厨2卫,高楼层,26,81,1,东,精装
854,三间朝南的大三居 双阳台 双卫,145.42,塔楼,2001年,2017-08-12,2006-02-21,丰台,七里庄,庄维花园,54326,790,3室2厅1厨2卫,顶层,24,99,3,东南,简装
855,花家地西里三区 2室1厅 520万,82.53,板楼,1999年,2017-12-06,2002-10-31,朝阳,望京,花家地西里三区,63008,520,2室1厅1厨1卫,底层,6,83,3,西南,简装
856,星河苑 南北通透 精装四居 楼层好,170.8,板楼,2007年,2018-07-19,2008-12-09,丰台,马家堡,星河城东区,71429,1220,4室2厅1厨2卫,中楼层,11,120,12,南 北,精装
857,宣颐家园 红楼南北两居室 有电梯 房本满五年,114.99,板楼,2002年,2017-09-26,2004-05-24,大兴,旧宫,宣颐家园,47744,549,2室1厅1厨1卫,中楼层,6,364,3,南 北,简装
858,兴隆西南大三居 高楼层 采光充足 精装拎包入住 满五年,147.43,塔楼,2005年,2017-12-20,2006-06-15,朝阳,高碑店,兴隆家园,59012,870,3室1厅1厨2卫,中楼层,24,63,2,西南,其他
859,望都家园中间楼层眼镜房三居室，满五年无个税,142.65,板楼,2002年,2018-01-06,2003-07-04,昌平,北七家,望都家园,39958,570,3室2厅1厨2卫,中楼层,6,84,0,南 北,精装
860,美景东方二期 东西通透的两居室  落地窗户 采光好,106.95,板塔结合,2007年,2017-11-14,2009-03-04,朝阳,华威桥,美景东方,69192,740,2室1厅1厨1卫,低楼层,17,104,2,东 西,精装
861,满五唯一 2017年新装修！带新风！邻公园！刚需三居室,81.82,板楼,1998年,2018-08-22,2009-12-10,昌平,立水桥,佳运园一期,48888,400,3室1厅1厨1卫,顶层,6,1050,14,南 北,精装
862,一层 不临街 楼间距大  采光充足 花园面积大 诚心出售,130.31,板楼,2001年,2018-08-28,2006-03-28,海淀,西三旗,枫丹丽舍,78659,1025,3室2厅1厨2卫,底层,4,23,20,南 北,简装
863,亦庄 金色漫香林 洋房三居 南北通透 满五年唯一,124.59,板楼,2010年,2018-03-03,2012-01-09,大兴,亦庄,金色漫香林二期,57630,718,3室2厅1厨2卫,中楼层,4,99,1,南 北,精装
864,一层 看房有钥匙 诚意出售 价格可谈 满五唯一,99.37,板楼,2002年,2017-12-21,2004-04-20,丰台,玉泉营,汇丰家园,53337,530,2室1厅1厨2卫,底层,6,205,2,东 南 西,简装
865,石景山苹果园海特花园 正规两居室 全朝南 看房方便,64.5,板楼,1994年,2018-05-06,2006-11-29,石景山,苹果园,海特花园小区,50388,325,2室1厅1厨1卫,顶层,6,253,4,南 北,精装
866,中楼层，独立2居室，户型方正，商品房满五年,76.74,板楼,1992年,2018-07-14,2005-09-08,顺义,顺义城,幸福东区,42742,328,2室1厅1厨1卫,中楼层,6,24,11,南 北,简装
867,红山两居无遮挡远离火车道总成本低户型方正,90.95,板塔结合,2011年,2018-09-12,2016-08-08,西城,广安门,红山世家,104453,950,2室1厅1厨1卫,中楼层,26,123,27,西,精装
868,加州水郡三居 满五唯一只有契税 不临街不把边 无个税,143.73,板塔结合,2009年,2017-12-01,2011-11-07,房山,长阳,加州水郡三期,27483,395,3室2厅1厨2卫,低楼层,14,99,4,东 西 北,精装
869,花家地北里南北通透一居室 可改两居室,46.54,板楼,1994年,2018-03-25,2009-07-03,朝阳,望京,花家地北里,78428,365,1室1厅1厨1卫,顶层,6,140,16,南 北,精装
870,华纺东区 南北通透 次顶层 无个税 有钥匙,94.06,板塔结合,2005年,2018-07-07,2011-09-24,朝阳,朝青,华纺易城,79205,745,2室1厅1厨1卫,高楼层,18,16801,20,南 北,精装
871,石榴园北里小区 南北通透三居室,73.74,板楼,1994年,2018-08-13,2001-04-24,丰台,刘家窑,石榴园北里小区,50855,375,3室1厅1厨1卫,中楼层,6,186,19,南 北,毛坯
872,牡丹园商圈2002年 两居两卫 南北通透 楼层高 视野开阔,97.65,板塔结合,2001年,2018-07-19,2003-07-25,海淀,马甸,北太平庄路2号院,94727,925,2室1厅1厨2卫,高楼层,17,80,17,南 北,精装
873,劲松九区 社科院宿舍楼管理好 交通便利 看房方便,57.27,塔楼,1982年,2018-11-16,2003-12-01,朝阳,劲松,劲松九区,55003,315,2室1厅1厨1卫,底层,16,29,1,东北,简装
874,长丰园三区中间楼层南北通透两居室,96.88,板楼,2003年,2018-09-13,2005-04-05,大兴,科技园区,长丰园三区,36644,355,2室2厅1厨2卫,中楼层,6,76,16,南 北,简装
875,天通苑东三区把边三居，双卧朝南 南北通透 中间楼层,106.44,板楼,2002年,2018-03-04,2007-09-07,昌平,天通苑,天通苑东三区,40963,436,3室1厅1厨1卫,中楼层,7,173,11,南 西 北,简装
876,陶然亭商品房 南北通透两居 双卧朝南 有钥匙随时可看,108.47,板楼,2006年,2018-03-17,2009-03-11,西城,陶然亭,富力信然庭,145479,1578,2室1厅1厨2卫,中楼层,7,160,1,南 北,精装
877,双河北里 2004年 商品房 新户型 南北通透,101.02,板楼,2004年,2018-07-11,2010-01-19,大兴,黄村中,双河北里,31182,315,2室2厅1厨1卫,顶层,6,115,4,南 北,简装
878,此房满五唯一，总价低，看房有钥匙,86.97,板塔结合,2005年,2018-06-30,2013-03-21,朝阳,双井,苹果社区南区,80373,699,2室1厅1厨1卫,低楼层,27,391,0,北,精装
879,满五年唯一地铁gogo新世代正规一居室诚心出售,60.75,塔楼,2005年,2018-05-21,2006-08-23,丰台,方庄,gogo新世代,62552,380,1室1厅1厨1卫,低楼层,32,252,3,北,简装
880,太阳宫地铁10号线，新纪家园西南两居，业主诚意出售！,82.1,塔楼,2002年,2018-06-08,2012-06-07,朝阳,太阳宫,新纪家园,80390,660,2室1厅1厨1卫,中楼层,28,118,17,西南,简装
881,翡翠城五期南北通透 三室两卫 全明格局,121.53,板楼,2007年,2018-10-11,2008-01-20,大兴,高米店南,翡翠城五期,56777,690,3室1厅1厨2卫,低楼层,9,17,13,南 北,简装
882,石佛营西里  东南两居  高楼层  视野好,90.62,塔楼,2001年,2018-07-04,2010-12-25,朝阳,石佛营,石佛营西里小区,64004,580,2室1厅1厨1卫,高楼层,21,78,2,东南,简装
883,宏大北园东西三居室 满五唯一 精装修楼层好,143.35,板楼,2006年,2018-07-05,2008-05-19,大兴,西红门,宏大北园,36275,520,3室2厅1厨2卫,高楼层,16,41,4,东 西,精装
884,全南两居 小区中间 高楼层视野好,87.15,塔楼,2006年,2018-11-13,2007-09-18,丰台,玉泉营,万年花城二期,66552,580,2室1厅1厨1卫,高楼层,27,23,10,南,简装
885,首都机场南路西里小两居挑高3.3米,48.46,板楼,1970年,2018-07-20,2003-12-30,朝阳,首都机场,首都机场南路西里,41272,200,2室1厅1厨1卫,顶层,4,584,4,南 北,简装
886,随时可看，精装修南北通透，看小区花园视野好,68.92,板楼,2009年,2018-06-15,2010-09-03,朝阳,百子湾,美利山,65294,450,1室1厅1厨1卫,中楼层,22,94,1,南 北,精装
887,八角中里 2室1厅 303万,62.96,板楼,1985年,2018-04-23,2009-05-07,石景山,八角,八角中里,48126,303,2室1厅1厨1卫,顶层,6,133,3,南 西 北,毛坯
888,满五年唯一 带电梯 三居双卫 有钥匙 看房随时,154.68,板塔结合,2006年,2017-12-26,2006-12-18,顺义,顺义城,石园南区,31356,485,3室1厅1厨2卫,中楼层,16,110,0,南 北,精装
889,万年花城   满五唯一商品房  正规两居室  精装修,85.77,塔楼,2005年,2018-11-16,2010-02-11,丰台,玉泉营,万年花城回迁,54565,468,2室1厅1厨1卫,底层,21,2,0,东,精装
890,房子是东西向的两居室，主卧室很大带一个大阳台,57.52,板楼,1998年,2018-04-25,2004-07-05,昌平,立水桥,佳运园一期,56155,323,2室1厅1厨1卫,顶层,6,130,3,东 西,简装
891,观景楼层 南北通透，业主诚意出售，全明格局 有钥匙,121.95,板楼,2003年,2018-07-29,2006-08-18,海淀,西二旗,领秀硅谷,73801,900,3室2厅1厨2卫,顶层,10,86,5,南 北,其他
892,诚售！经典龙禧一复式带露台！5+6层！视野采光好！,155.72,板楼,2002年,2018-10-30,2003-09-16,昌平,回龙观,龙禧苑一区,32752,510,4室2厅1厨2卫,高楼层,6,47,9,南 北,简装
893,商品房楼栋+万科精装+满五唯一带电梯+随时签约+无户口,85.81,板塔结合,2012年,2018-10-29,2013-04-24,昌平,回龙观,金域华府一期,64096,550,2室1厅1厨1卫,低楼层,26,30,37,南,精装
894,南北通透大两居，户型方正，中间楼层观花园,94.83,板楼,2007年,2018-06-25,2008-08-18,朝阳,百子湾,沿海赛洛城,73817,700,2室1厅1厨2卫,中楼层,6,44,3,南 北,精装
895,天恒乐活城精装三居室满五年少税看房方便拎包入住诚售,136.64,塔楼,2010年,2017-11-21,2011-07-26,房山,阎村,天恒乐活城,32934,450,3室2厅1厨2卫,低楼层,7,140,2,南 北,精装
896,低楼层，精装两居室，户型方正，满五年,80.77,板楼,1999年,2018-07-20,2006-08-07,通州,玉桥,玉桥南里,43333,350,2室1厅1厨1卫,低楼层,6,50,5,东 西,简装
897,西南三环 全南三居室 满五唯一商品房 全明格局,117.61,板塔结合,2004年,2018-09-08,2006-05-18,丰台,玉泉营,三环新城7号院,53482,629,3室1厅1厨1卫,中楼层,29,36,17,南,简装
898,小黄庄前街3号院 2室1厅 325万,38.31,板楼,1982年,2018-08-26,2011-11-11,朝阳,安贞,小黄庄前街3号院,84835,325,2室1厅1厨1卫,中楼层,6,148,20,南,精装
899,北潞芳，两居室，商品房，南北通透，一层带花园，,85.37,板楼,2002年,2018-07-21,2007-04-28,房山,良乡,北潞芳家园,38421,328,2室1厅1厨1卫,底层,6,34,3,南 北,简装
900,二环边精装修双南有客厅两居室 随时签约,63.93,塔楼,1990年,2018-07-21,2011-05-26,朝阳,国展,柳芳南里,75865,485,2室1厅1厨1卫,低楼层,18,188,18,南 北,精装
901,龙腾苑二区 经典户型 中间层大三居 南北通透,146.36,板楼,2003年,2018-10-30,2016-01-26,昌平,回龙观,龙腾苑二区,39629,580,3室1厅1厨2卫,中楼层,6,29,25,南 北,精装
902,满五唯一，二次装修，高楼层，无遮挡，中国风两居室,91.76,塔楼,2001年,2018-08-07,2009-01-22,朝阳,十里堡,都会华庭,63209,580,2室1厅1厨1卫,中楼层,30,128,15,东南,精装
903,金色漫香林一期，南北通透三居改两居,136.11,板楼,2009年,2018-04-04,2011-08-24,大兴,亦庄,金色漫香林一期,55838,760,2室2厅1厨2卫,中楼层,4,56,2,南 北,精装
904,亦庄 贵园东里二区  南北通透 有钥匙看房随时,101.63,板楼,2003年,2018-01-30,2013-05-15,亦庄开发区,亦庄,广德苑,46247,470,3室1厅1厨1卫,顶层,6,48,6,南 北,简装
905,西南三居室，户型方正，次卧带阳台。,87.47,塔楼,2010年,2018-06-01,2011-04-27,朝阳,常营,住欣家园,42301,370,3室1厅1厨1卫,高楼层,28,137,2,西南,精装
906,满五唯一 德式花园洋房 15平阳台不算面积 采光充足,136.6,板塔结合,2010年,2018-07-25,2012-04-16,丰台,岳各庄,大成郡,84920,1160,3室2厅1厨2卫,高楼层,9,62,0,南 西,精装
907,翡翠城五期 南北通透 有赠送面积 好楼层,133.36,板楼,2006年,2018-08-04,2007-12-03,大兴,高米店南,翡翠城五期,58339,778,3室1厅1厨2卫,中楼层,5,66,18,南 北,简装
908,南北通透+地铁540米+满五年唯一,98.83,板楼,2002年,2018-02-24,2003-04-18,昌平,回龙观,龙腾苑六区,47051,465,2室1厅1厨1卫,低楼层,6,32,14,南 北,简装
909,金海国际 西向一居室 满五年 看房方便 诚意出售,80.78,板塔结合,2005年,2018-06-28,2007-09-24,朝阳,百子湾,金海国际南区,62516,505,1室1厅1厨1卫,中楼层,23,86,10,西,精装
910,南湖中园二区，全南向两居室，看房提前联系,71.4,塔楼,2000年,2018-10-28,2003-03-20,朝阳,望京,南湖中园二区,77031,550,2室1厅1厨1卫,高楼层,20,22,22,西南,简装
911,博雅西园两居室南北通透 户型方正 中间楼层诚意出售,109.94,板楼,2004年,2018-07-29,2005-10-19,海淀,马连洼,博雅西园,84592,930,2室2厅1厨2卫,中楼层,6,63,7,南 北,精装
912,可配合转满五唯一商品房 前后不临街 正对花园 低板楼,119.42,板楼,2007年,2018-10-11,2008-11-21,丰台,玉泉营,三环新城8号院,54347,649,3室1厅1厨2卫,中楼层,14,86,16,南,简装
913,小区中间位置 采光好 南北通透 看房方便,141.12,板楼,2005年,2018-03-23,2005-12-07,昌平,回龙观,龙跃苑三区,33305,470,3室1厅1厨2卫,顶层,6,83,10,南 北,简装
914,金惠园新三里南北通透两居H户型钢混结构有钥匙,99.8,板楼,2005年,2018-07-03,2013-05-22,大兴,黄村北,金惠园三里,49900,498,2室2厅1厨1卫,中楼层,6,87,5,南 北,简装
915,龙博苑新上商品房一居 满五年 中间层,61.63,板楼,2005年,2018-10-24,2014-01-21,昌平,回龙观,龙博苑一区,58414,360,1室1厅1厨1卫,高楼层,6,54,34,南,精装
916,南北通透+双阳台+视野好+看房方便+诚意出售,57.65,板楼,1994年,2017-06-24,2011-12-07,朝阳,华威桥,双龙南里,55508,320,2室1厅1厨1卫,高楼层,6,827,15,南 北,简装
917,满五年业主家庭唯一，南北通透，明厅明厨明卫双阳台,105.96,板楼,1998年,2018-08-15,2006-11-22,大兴,大兴其它,福苑小区,31144,330,3室2厅1厨1卫,顶层,5,99,5,南 北,精装
918,椿树园商品房满五年唯一，而且带车位！,128.46,板塔结合,1999年,2018-09-30,2001-06-22,西城,宣武门,椿树园,91858,1180,2室2厅1厨1卫,中楼层,14,26,12,南 西南 北,简装
919,沿海赛洛城东南北两居室，原值477.2万，拎包住,77.64,板塔结合,2007年,2018-08-08,2016-09-13,朝阳,百子湾,沿海赛洛城,66332,515,2室1厅1厨1卫,低楼层,19,152,24,东 南 北,精装
920,通透三居室，中间楼层，精装修，可直接入住,126.77,板楼,2004年,2018-03-18,2006-07-31,昌平,回龙观,龙回苑,41808,530,3室1厅1厨2卫,中楼层,7,125,0,南 北,精装
921,动物园宿舍 2室1厅 590万,68.7,板楼,1988年,2018-08-22,2001-03-05,海淀,白石桥,动物园宿舍,85881,590,2室1厅1厨1卫,中楼层,6,83,13,南 北,简装
922,太阳园 3室2厅 1300万,131.55,塔楼,2001年,2018-11-19,2002-10-09,海淀,知春路,太阳园,98822,1300,3室2厅1厨2卫,高楼层,26,4,0,西北,简装
923,一梯两户东西通透两居室，双阳台，观社区花园，随时看,105.96,板塔结合,2006年,2018-03-13,2008-05-13,石景山,鲁谷,远洋山水,61344,650,2室1厅1厨1卫,中楼层,26,77,15,东 西,简装
924,马家堡 精装房 距离地铁站924米,69.32,板塔结合,2003年,2018-11-04,2004-08-16,丰台,大红门,建欣苑三里,48760,338,2室1厅1厨1卫,低楼层,12,39,45,东 西,简装
925,光熙门北里 满五唯一 东向两居室  中间层 视野好,61.82,塔楼,1988年,2018-07-23,2011-07-13,朝阳,西坝河,光熙门北里,71013,439,2室1厅1厨1卫,中楼层,22,165,5,东,简装
926,白纸坊西街6号院 中间楼层 南北通透两居室 看房方便,60.02,板楼,1992年,2018-10-31,2000-09-20,西城,右安门内,白纸坊西街6号院,102133,613,2室1厅1厨2卫,中楼层,6,21,26,南 北,毛坯
927,倚山嘉园电梯房，正规两居室，落地敲窗,92.38,板楼,2005年,2018-11-09,2005-09-13,门头沟,滨河西区,倚山嘉园,37022,342,2室1厅1厨1卫,中楼层,14,8,17,东 南 西,简装
928,六合园 3室2厅 500万,97.55,板楼,1993年,2018-10-14,2010-04-23,石景山,鲁谷,六合园,51256,500,3室2厅1厨2卫,中楼层,5,61,20,南 北,精装
929,天通苑本五区  三居室两卧朝南  商品房  满五年 唯一,179.71,板楼,2001年,2018-03-31,2002-03-14,昌平,天通苑,天通苑本五区,35613,640,3室2厅1厨2卫,低楼层,10,76,5,东 南 北,简装
930,龙泽苑西区经典小三居室，中间楼层，满五年,92.16,板楼,1999年,2018-10-26,2014-04-10,昌平,回龙观,龙泽苑西区,49805,459,3室1厅1厨1卫,中楼层,6,56,28,南 北,精装
931,西山枫林南北通透三居室商品房满五年家庭名下唯一住房,122.27,板楼,2004年,2018-07-09,2012-08-09,石景山,苹果园,西山枫林一二期,51526,630,3室1厅1厨2卫,底层,11,96,18,南 北,简装
